205	60	1
82	106	1
333	144	1
329	16	1
116	16	1
41	137	1
313	27	1
170	119	1
43	54	1
317	106	1
304	68	1
263	42	1
139	102	1
289	9	1
29	100	1
108	127	1
194	95	1
248	38	1
129	106	1
271	50	1
317	126	1
36	106	1
239	138	1
160	101	1
108	138	1
224	127	1
262	17	1
308	94	1
104	65	1
287	127	1
213	13	1
171	68	1
326	153	1
9	153	1
278	35	1
10	54	1
153	30	1
139	138	1
326	94	1
197	50	1
250	139	1
295	100	1
38	131	1
289	58	1
15	106	1
306	125	1
231	127	1
68	9	1
9	24	1
201	72	1
4	34	1
184	100	1
231	84	1
239	54	1
257	65	1
104	66	1
276	127	1
50	111	1
119	11	1
276	137	1
1	100	1
143	140	1
174	139	1
74	133	1
87	130	1
304	94	1
167	113	1
148	86	1
127	139	1
203	78	1
120	50	1
0	27	1
238	100	1
214	10	1
96	127	1
203	86	1
231	131	1
250	1	1
315	52	1
216	111	1
153	139	1
141	11	1
8	68	1
326	151	1
226	44	1
51	138	1
109	54	1
242	111	1
220	75	1
68	54	1
88	50	1
18	27	1
50	150	1
161	78	1
166	31	1
263	60	1
44	139	1
6	88	1
64	11	1
248	61	1
179	97	1
45	100	1
324	52	1
171	27	1
117	100	1
248	62	1
292	50	1
115	150	1
263	5	1
62	139	1
8	31	1
263	137	1
49	100	1
214	39	1
107	127	1
184	60	1
289	88	1
193	50	1
16	16	1
5	10	1
201	140	1
253	11	1
31	100	1
48	100	1
236	16	1
194	31	1
31	139	1
231	140	1
287	37	1
74	108	1
190	148	1
103	144	1
326	131	1
18	140	1
208	100	1
19	115	1
45	126	1
3	100	1
240	42	1
226	151	1
156	84	1
247	86	1
40	111	1
227	78	1
45	140	1
104	143	1
213	122	1
128	85	1
171	108	1
220	138	1
98	50	1
224	107	1
171	111	1
193	137	1
90	49	1
153	106	1
123	137	1
326	155	1
77	137	1
123	127	1
178	78	1
38	27	1
42	137	1
205	54	1
308	31	1
207	140	1
15	94	1
11	50	1
15	152	1
16	102	1
230	87	1
260	54	1
41	54	1
129	126	1
96	27	1
216	86	1
233	88	1
123	86	1
329	140	1
180	127	1
11	24	1
21	54	1
91	138	1
15	122	1
329	94	1
54	31	1
51	39	1
230	48	1
330	2	1
246	41	1
156	50	1
229	139	1
24	123	1
96	1	1
129	140	1
316	54	1
33	100	1
264	50	1
178	19	1
160	122	1
129	151	1
63	10	1
18	125	1
15	46	1
129	133	1
180	87	1
35	151	1
144	64	1
230	112	1
300	44	1
24	84	1
21	78	1
0	94	1
130	16	1
54	93	1
302	100	1
180	11	1
104	100	1
326	140	1
155	86	1
160	140	1
46	9	1
231	52	1
39	63	1
64	84	1
9	39	1
96	140	1
14	127	1
231	137	1
185	54	1
333	84	1
128	147	1
120	140	1
187	100	1
16	84	1
148	138	1
141	138	1
140	116	1
97	138	1
171	86	1
42	138	1
51	27	1
129	54	1
263	140	1
241	139	1
74	140	1
222	94	1
81	54	1
206	127	1
324	103	1
321	139	1
205	152	1
232	27	1
54	77	1
294	63	1
216	140	1
250	125	1
289	140	1
129	148	1
122	84	1
205	122	1
122	111	1
78	90	1
22	84	1
278	154	1
115	29	1
50	137	1
226	39	1
233	100	1
261	100	1
180	60	1
129	84	1
80	10	1
297	9	1
150	118	1
213	109	1
183	100	1
153	51	1
140	68	1
129	53	1
226	83	1
172	39	1
218	100	1
75	151	1
248	115	1
0	138	1
288	106	1
134	50	1
132	16	1
86	50	1
308	130	1
42	131	1
140	78	1
50	11	1
207	84	1
242	29	1
109	84	1
150	10	1
115	45	1
31	50	1
103	66	1
140	131	1
168	137	1
15	68	1
1	66	1
216	84	1
209	16	1
60	50	1
88	63	1
210	100	1
24	100	1
9	130	1
239	11	1
172	127	1
41	94	1
74	78	1
30	50	1
156	94	1
38	140	1
289	139	1
211	138	1
324	107	1
51	127	1
154	50	1
153	140	1
40	140	1
167	139	1
324	16	1
324	80	1
230	75	1
316	100	1
58	127	1
324	19	1
242	34	1
160	112	1
96	46	1
127	86	1
319	126	1
328	100	1
50	34	1
115	106	1
249	100	1
8	1	1
250	84	1
311	138	1
23	86	1
96	6	1
78	68	1
93	138	1
54	54	1
179	153	1
214	122	1
268	94	1
128	11	1
235	61	1
233	139	1
98	86	1
299	138	1
11	138	1
216	125	1
310	100	1
164	118	1
58	140	1
314	50	1
226	113	1
325	139	1
125	138	1
45	107	1
140	50	1
294	16	1
24	91	1
0	125	1
197	16	1
23	100	1
180	2	1
205	1	1
72	46	1
123	66	1
129	127	1
124	10	1
179	10	1
308	60	1
294	152	1
290	109	1
26	50	1
124	133	1
103	100	1
152	10	1
289	31	1
38	54	1
141	140	1
235	54	1
103	67	1
242	84	1
224	140	1
248	30	1
321	127	1
250	68	1
174	137	1
27	3	1
319	152	1
137	100	1
220	44	1
45	118	1
244	16	1
333	94	1
4	127	1
311	50	1
171	140	1
102	122	1
38	66	1
49	141	1
324	68	1
108	86	1
243	107	1
194	126	1
230	54	1
143	54	1
214	16	1
255	127	1
22	98	1
16	27	1
171	84	1
108	2	1
239	2	1
333	127	1
1	27	1
235	152	1
254	50	1
321	94	1
229	11	1
49	50	1
45	139	1
194	142	1
203	137	1
130	50	1
156	137	1
125	16	1
236	54	1
140	52	1
276	151	1
45	50	1
194	139	1
171	127	1
222	139	1
38	100	1
102	127	1
42	68	1
7	127	1
221	127	1
222	46	1
191	55	1
177	100	1
252	54	1
54	56	1
329	121	1
288	54	1
315	27	1
148	41	1
209	72	1
241	86	1
329	125	1
235	72	1
225	127	1
87	140	1
228	121	1
0	86	1
38	115	1
194	140	1
103	106	1
44	10	1
1	65	1
329	54	1
93	27	1
124	100	1
110	100	1
171	36	1
140	148	1
233	102	1
230	104	1
267	98	1
326	107	1
8	52	1
315	107	1
75	27	1
237	110	1
21	93	1
142	100	1
248	54	1
59	70	1
172	138	1
135	27	1
164	140	1
113	54	1
154	100	1
172	133	1
10	138	1
90	86	1
263	122	1
295	50	1
276	139	1
169	50	1
26	16	1
99	50	1
297	80	1
242	140	1
303	16	1
45	86	1
22	100	1
39	16	1
55	100	1
95	127	1
4	50	1
248	153	1
167	89	1
87	84	1
31	152	1
66	100	1
185	127	1
235	123	1
91	50	1
310	140	1
243	27	1
32	50	1
247	127	1
156	86	1
294	116	1
251	138	1
74	110	1
250	138	1
18	84	1
237	140	1
104	60	1
16	140	1
129	143	1
147	100	1
19	50	1
205	143	1
139	100	1
222	141	1
263	84	1
4	151	1
124	27	1
248	128	1
193	100	1
139	85	1
233	138	1
72	27	1
62	140	1
171	144	1
39	50	1
269	50	1
216	42	1
140	133	1
44	130	1
0	68	1
50	127	1
131	86	1
98	137	1
171	138	1
315	140	1
154	72	1
108	85	1
312	100	1
289	12	1
25	100	1
179	54	1
50	131	1
160	86	1
62	18	1
317	100	1
260	100	1
221	137	1
125	10	1
16	127	1
194	100	1
96	138	1
141	86	1
174	127	1
38	152	1
119	100	1
118	54	1
50	52	1
252	41	1
185	36	1
93	94	1
300	80	1
76	100	1
329	116	1
140	124	1
41	110	1
92	31	1
80	138	1
143	139	1
77	140	1
77	139	1
75	115	1
316	139	1
235	153	1
96	106	1
54	127	1
160	60	1
258	19	1
147	31	1
218	139	1
231	0	1
326	35	1
288	27	1
211	27	1
171	54	1
83	80	1
194	86	1
191	132	1
184	54	1
39	100	1
64	60	1
115	12	1
218	88	1
121	140	1
233	94	1
202	100	1
194	137	1
324	134	1
103	133	1
38	50	1
93	127	1
20	139	1
198	153	1
171	52	1
332	90	1
145	24	1
179	106	1
181	86	1
236	100	1
8	53	1
165	54	1
330	127	1
233	2	1
223	54	1
63	153	1
70	74	1
74	54	1
329	50	1
122	127	1
180	100	1
315	130	1
242	125	1
139	6	1
54	86	1
231	152	1
315	94	1
9	27	1
78	54	1
324	133	1
207	5	1
100	100	1
158	100	1
181	137	1
231	139	1
169	16	1
141	27	1
103	110	1
150	139	1
251	119	1
205	131	1
262	102	1
37	137	1
201	95	1
289	25	1
155	127	1
46	80	1
240	140	1
44	117	1
156	100	1
12	50	1
45	11	1
178	80	1
293	27	1
115	116	1
16	54	1
258	138	1
127	137	1
178	120	1
161	100	1
185	118	1
54	100	1
248	122	1
171	113	1
124	138	1
149	143	1
323	100	1
153	50	1
8	138	1
253	140	1
44	151	1
27	117	1
293	113	1
12	140	1
144	140	1
90	8	1
290	50	1
74	100	1
140	107	1
224	130	1
245	100	1
4	111	1
200	100	1
45	54	1
54	73	1
9	89	1
73	100	1
246	146	1
125	39	1
231	88	1
194	50	1
248	50	1
319	142	1
315	122	1
81	66	1
92	107	1
44	3	1
230	140	1
